P38432,30,20,21,7,25,13,1,23,26,23,10,15,16,0,20,24,33,9,12,14,3,9,10,8,13,11,6,2,24,15,8,10,17,11,3,9,16,18,10,6,9,3,3,2,3,0,2,2,0
O75821,8,11,15,5,7,12,0,16,18,13,7,9,7,1,9,10,12,7,11,7,1,8,5,3,3,7,2,1,10,13,5,1,8,9,2,6,13,8,6,4,14,0,1,1,0,1,2,0,0
P61964,10,6,21,12,12,2,1,17,10,11,15,10,6,2,21,18,14,4,4,12,1,4,14,11,1,5,6,1,4,16,11,2,1,2,3,8,2,5,6,6,6,1,0,5,0,2,1,0,1
Q13315,81,127,80,50,44,61,11,108,206,154,107,96,97,21,82,147,98,80,73,69,18,52,109,70,51,55,50,14,48,76,83,47,48,55,9,71,104,65,56,39,44,10,13,20,16,10,11,13,6
P19838,63,48,39,24,20,23,6,48,50,42,34,20,30,4,40,41,31,13,17,27,0,27,37,16,5,11,13,1,13,19,16,19,12,14,0,31,31,23,14,13,21,0,1,3,1,1,0,5,0
Q03164,140,154,149,79,82,65,9,132,234,204,98,108,94,17,168,189,264,93,91,94,13,72,111,100,49,56,41,15,79,108,105,65,112,54,12,67,81,79,49,71,75,10,20,10,10,12,15,9,4
Q93062,4,11,7,5,6,3,0,12,17,12,7,7,6,1,4,14,5,2,5,5,0,6,6,5,1,2,1,0,3,6,4,5,0,3,0,7,8,1,1,1,2,0,0,0,0,0,0,0,0
Q92900,62,62,40,21,29,30,4,62,64,49,37,27,24,6,38,35,39,52,13,15,5,33,47,24,21,14,16,2,22,28,22,11,11,15,3,23,31,19,11,14,22,2,8,2,4,4,4,0,1
Q13330,29,29,19,15,22,16,3,27,43,30,20,21,21,3,23,32,30,16,20,14,2,22,17,18,14,11,4,1,17,25,19,14,17,9,1,14,18,15,7,8,14,2,1,1,5,1,3,1,0
P16220,21,17,14,18,4,7,0,15,9,17,9,5,4,0,20,12,22,10,3,9,2,14,10,12,9,5,2,0,2,5,4,1,11,7,1,9,5,8,4,1,7,1,0,1,0,1,2,0,0
Q13247,6,7,13,1,12,9,0,6,10,6,3,11,6,1,10,6,17,8,51,6,0,7,2,4,1,3,2,0,10,8,52,3,9,12,1,8,10,4,3,9,4,0,1,0,1,0,0,0,0
P23246,56,51,21,12,16,12,0,51,58,21,16,22,11,0,22,17,24,11,12,16,0,10,19,4,26,15,8,0,20,20,12,13,13,13,2,9,15,18,4,14,20,0,0,0,1,0,1,0,0
P51531,38,77,43,23,41,31,1,67,93,60,66,39,42,4,40,61,46,36,28,43,2,33,52,38,55,30,20,2,42,57,23,27,52,28,2,33,31,42,19,40,71,0,1,0,3,4,1,2,0
Q86U44,23,21,24,12,15,14,1,25,25,19,28,10,21,4,24,23,17,7,11,17,2,10,17,14,12,8,10,1,10,19,10,7,16,8,0,18,24,13,6,8,8,4,0,4,3,0,2,3,1
Q8WYQ5,32,24,28,11,25,27,4,25,48,30,21,16,26,4,37,26,21,6,20,21,1,11,18,11,7,10,10,2,20,22,16,14,22,16,0,23,28,23,10,14,25,3,4,4,2,0,3,1,0
Q15910,18,25,19,16,14,20,2,23,44,16,24,20,18,10,19,21,28,10,15,20,6,15,19,17,14,15,9,7,16,21,14,14,25,19,3,17,21,16,13,17,25,6,6,5,8,5,6,4,0
P22626,40,18,23,12,13,7,0,23,5,8,3,6,8,0,26,10,5,7,9,8,0,6,8,12,6,1,4,0,10,7,7,4,10,6,0,7,5,10,5,5,6,1,1,0,0,0,0,0,0
P06493,6,13,13,3,7,6,0,18,20,10,12,12,11,1,6,19,11,4,9,6,0,5,9,5,4,3,6,0,6,11,8,5,6,3,0,7,12,8,3,2,5,0,0,0,0,1,0,0,0
Q14103,42,11,26,4,10,9,0,11,6,10,1,8,6,1,20,9,9,13,11,9,0,7,1,10,17,6,3,0,13,8,5,2,8,9,1,9,7,10,7,3,8,1,0,1,1,0,0,1,0
B1AKI9,15,10,15,13,6,14,2,7,26,18,17,14,15,2,17,20,15,7,11,16,7,9,17,9,11,9,6,2,10,10,13,4,4,9,1,15,13,18,11,5,5,0,2,3,5,0,2,2,1
P16070,25,22,32,23,6,11,1,18,34,38,25,4,17,3,37,36,64,31,14,21,3,17,28,32,18,8,14,0,5,7,15,10,8,8,1,17,9,23,10,11,25,1,2,3,1,0,3,0,0
Q99700,77,62,59,46,23,6,5,71,62,75,41,32,13,1,59,81,86,35,21,22,0,34,42,42,56,22,14,1,19,26,25,16,13,21,3,18,18,14,17,11,11,1,0,5,2,0,1,3,0
P78332,24,33,34,27,35,28,4,34,49,27,28,37,32,2,37,35,37,23,30,36,3,19,21,33,13,19,24,0,29,23,25,18,30,58,1,40,47,40,20,29,26,1,2,1,4,0,4,0,0
Q96PU8,18,22,10,6,9,9,1,20,18,21,12,9,9,1,14,19,9,5,6,4,0,5,12,1,4,3,6,0,10,12,4,3,9,6,0,7,7,11,2,7,7,0,1,0,0,0,1,0,0
Q03518,62,56,38,23,14,16,5,49,67,46,24,20,13,2,39,42,20,18,10,14,0,25,26,11,11,10,8,0,15,17,13,6,5,7,3,22,8,12,9,6,5,0,2,5,2,0,1,0,0
Q01094,24,31,11,2,11,12,0,27,29,25,9,11,19,4,15,21,11,12,5,10,1,6,15,5,5,3,7,0,7,11,8,4,6,2,0,11,17,13,8,2,9,1,1,1,1,1,0,2,0
Q92597,22,13,24,13,3,14,1,23,17,12,11,5,9,2,16,17,17,17,16,7,2,9,14,13,6,2,8,1,2,8,14,1,1,3,0,15,9,10,3,2,2,2,3,1,1,2,0,0,0
Q9UKA9,35,29,25,19,10,9,1,28,34,22,22,14,9,0,28,24,15,11,11,9,0,13,19,19,17,7,4,0,11,14,8,5,5,6,0,13,10,7,5,2,8,0,0,0,1,0,0,0,1
P31943,29,23,26,12,12,16,1,23,16,13,12,8,7,0,30,7,19,14,7,13,2,8,7,16,5,8,6,1,13,11,10,2,4,7,0,16,14,5,6,7,6,1,1,1,2,0,1,0,0
Q9Y5A9,29,23,33,29,12,7,0,30,31,19,13,16,13,1,23,26,31,23,7,7,1,27,21,19,17,10,7,1,12,12,7,13,3,5,0,10,10,7,7,5,8,0,2,0,1,0,0,0,0
P55075,3,12,8,6,14,4,0,12,12,8,6,8,3,2,7,8,6,6,8,5,1,9,4,6,7,4,1,0,11,7,8,2,6,5,0,4,6,3,4,0,1,1,1,2,1,0,0,0,0
P38919,14,22,16,6,11,9,1,13,21,19,12,15,13,2,19,20,15,10,8,7,0,12,8,5,3,8,2,2,12,8,9,3,9,14,0,9,15,14,4,4,11,0,0,2,0,2,0,1,0
Q8N684,21,27,16,6,8,11,0,14,51,24,14,9,9,0,21,12,25,5,13,12,0,7,10,7,11,10,7,0,15,7,7,11,7,11,1,10,13,8,6,11,8,2,1,1,0,0,1,0,0
P14866,52,32,16,16,11,19,3,23,28,25,19,9,14,5,31,16,19,11,13,10,1,19,19,13,9,12,6,1,10,16,13,10,15,1,0,12,10,13,12,5,8,0,2,2,2,2,0,2,1
Q9UKF6,23,28,24,18,17,17,0,27,45,30,21,20,25,3,33,19,26,19,7,16,2,10,32,10,7,7,14,3,15,19,7,11,10,7,1,15,27,20,7,9,17,3,4,1,4,1,0,2,0
Q15233,15,24,17,8,12,10,1,28,26,13,8,14,16,0,13,18,7,5,8,10,0,6,12,6,30,9,11,0,13,12,8,16,16,7,1,12,13,9,6,14,14,0,0,0,1,1,0,0,0
P23511,28,8,22,34,6,6,0,16,17,7,14,4,2,0,24,12,10,11,1,3,0,26,16,18,14,3,2,0,3,5,1,4,6,3,0,7,2,3,2,2,4,0,0,0,0,0,0,0,0
P42224,19,20,22,12,10,12,3,20,50,32,36,23,31,4,15,35,22,18,16,15,2,22,39,20,20,11,18,0,10,18,13,19,13,15,1,12,29,12,24,14,12,0,1,5,1,1,2,0,0
Q8TEY5,17,20,14,12,4,5,2,12,36,15,12,9,19,3,13,16,9,6,8,11,3,9,11,7,4,5,7,1,9,9,5,5,9,4,0,12,13,12,3,6,8,0,2,1,4,2,0,0,0
P31749,16,19,19,7,12,9,0,16,26,19,14,19,13,3,18,24,13,5,8,18,1,6,9,10,8,7,9,1,9,19,11,6,6,14,1,15,11,14,9,13,14,1,3,2,0,1,1,0,0
Q15022,38,19,29,11,14,15,3,21,38,31,29,16,16,2,27,30,24,21,20,17,3,15,23,21,13,16,18,3,11,25,14,20,21,12,0,16,15,19,13,13,11,2,1,4,3,2,3,0,0
Q8WXF1,29,35,16,7,11,15,0,31,22,20,8,20,20,0,19,16,9,11,7,9,0,9,14,6,8,12,10,0,13,17,9,14,12,9,2,11,17,11,11,13,17,0,1,0,0,0,1,0,0
P38398,46,52,71,36,27,35,5,50,75,82,56,44,57,14,59,82,79,64,42,64,5,40,69,55,40,28,39,6,40,29,33,38,35,31,7,31,64,60,40,32,50,6,6,7,15,3,5,7,1
P05121,16,25,16,14,8,8,0,20,26,28,12,9,8,0,22,13,20,9,5,12,1,14,13,6,8,8,3,0,7,13,5,5,2,5,0,8,13,6,4,5,3,0,0,1,0,0,0,0,0
P51114,25,28,24,10,25,18,3,22,17,23,11,18,17,1,29,16,15,15,15,18,0,13,18,10,9,8,12,0,22,12,12,12,17,16,1,20,18,22,13,8,20,1,2,0,2,0,1,1,0
P48431,28,15,13,11,3,3,0,15,10,10,7,5,4,1,13,10,32,16,9,8,0,9,5,19,7,5,2,0,4,8,9,1,9,3,0,4,4,5,4,3,1,0,0,0,0,1,0,0,0
P31483,20,16,19,20,11,3,0,16,10,18,14,5,4,1,20,16,19,12,6,10,2,18,15,11,19,4,5,2,7,4,6,6,3,5,1,7,6,9,4,1,4,0,1,1,2,0,2,0,0
Q86V81,40,7,11,8,16,7,0,12,7,3,3,5,9,0,7,3,5,7,6,4,0,4,8,4,3,8,2,0,19,7,5,8,4,0,0,7,7,4,0,4,2,0,0,0,0,0,0,0,0
Q53F19,18,25,14,13,10,24,0,23,20,15,8,21,20,1,17,15,33,10,25,15,1,5,15,14,1,14,7,0,19,18,17,15,23,17,0,21,15,23,8,16,41,0,1,0,0,1,0,0,0
P42574,3,7,13,2,3,10,3,7,15,13,6,9,8,3,11,13,11,7,10,10,0,5,8,7,1,6,1,0,4,6,7,8,4,6,1,8,10,10,4,2,5,1,3,2,0,1,2,0,0
A0AV96,65,35,34,13,23,11,3,39,26,17,16,10,14,0,30,19,26,6,5,12,3,11,12,6,5,11,6,1,19,15,8,6,8,7,0,19,14,9,5,5,10,0,1,1,1,1,1,2,1
Q9H307,19,16,16,9,26,17,0,20,19,13,18,8,25,0,19,11,51,12,30,24,1,12,18,10,9,18,18,0,16,15,32,18,28,27,0,17,23,25,19,26,28,1,0,1,0,0,1,0,0
Q10570,74,71,62,36,37,38,3,71,94,72,45,32,38,6,59,73,50,22,25,28,5,34,40,21,18,17,18,4,31,32,28,16,19,24,2,46,45,22,12,20,28,2,6,4,6,3,2,1,0
P42345,96,135,97,61,52,42,4,134,152,114,93,76,73,4,83,121,83,56,50,53,12,70,79,55,56,34,41,7,47,66,52,34,32,46,6,52,86,52,36,32,37,1,5,7,4,7,7,4,2
P52597,19,24,21,15,12,12,2,23,15,15,6,7,10,0,29,8,24,10,6,13,2,7,7,10,3,7,6,1,8,8,11,4,2,7,0,18,13,6,3,6,7,1,1,1,4,0,0,0,0
O76093,3,8,4,5,10,6,1,6,6,9,5,8,4,3,10,3,10,4,9,2,1,6,8,3,4,2,1,0,8,10,7,2,8,4,0,4,3,3,4,2,3,1,1,3,2,0,0,0,0
Q00839,75,30,26,20,29,25,3,31,28,19,22,16,22,1,21,21,24,16,14,13,3,23,17,15,22,23,5,4,38,18,14,11,22,12,0,19,18,14,16,11,48,2,1,7,0,2,0,3,0
P51116,24,31,31,12,21,24,3,33,34,24,11,15,18,1,30,15,28,12,20,20,1,13,19,5,5,9,10,1,26,14,14,13,18,10,0,19,22,22,9,11,18,0,1,1,2,0,1,1,0
O15042,24,32,22,15,23,15,0,25,59,44,25,33,32,4,15,47,36,17,42,33,1,17,22,15,13,22,18,1,22,30,44,22,36,34,0,27,29,28,15,32,47,2,1,3,1,2,0,1,0
Q07955,23,10,10,2,8,8,1,4,8,5,0,15,5,0,14,5,7,3,20,3,0,0,1,4,2,2,3,0,10,4,22,2,5,8,0,11,9,3,3,0,4,1,0,0,1,0,1,0,0
P10415,25,13,7,7,5,7,1,23,11,13,8,3,2,0,6,14,7,5,6,3,1,4,9,5,1,5,3,0,2,4,5,2,2,5,0,4,8,4,4,0,2,0,1,1,0,0,0,0,0
Q9C0J8,43,105,58,38,35,14,0,69,97,26,77,39,34,2,36,38,21,40,17,17,1,64,44,27,35,25,30,0,47,32,15,10,23,25,3,33,27,20,24,15,21,1,1,1,2,1,2,0,0
O95931,9,12,9,5,7,9,0,11,20,9,5,12,7,1,8,9,6,4,2,5,1,3,4,3,0,5,3,0,12,9,4,1,12,6,0,8,10,3,3,6,5,0,0,2,0,0,0,0,0
P05412,21,14,15,10,5,5,1,17,16,15,13,12,7,1,16,18,13,8,2,8,0,7,16,12,11,2,2,0,6,10,3,5,5,2,1,4,7,6,2,5,4,0,0,1,0,1,1,0,0
Q9H0L4,45,54,40,8,12,8,0,39,43,22,26,16,12,3,21,24,8,13,14,17,1,25,16,9,9,5,8,0,25,8,5,7,3,8,0,10,15,14,9,6,3,0,2,1,0,0,0,1,0
Q9UM22,9,16,3,5,6,0,0,9,13,10,9,3,7,4,8,12,12,4,5,4,1,4,7,8,5,1,5,1,5,3,5,3,3,3,0,3,4,3,4,3,3,2,1,0,4,2,1,0,0
O94906,43,44,23,20,41,27,0,39,31,32,38,25,28,1,35,23,13,10,21,25,3,23,31,25,13,13,10,2,32,33,17,20,28,14,3,23,28,19,15,19,32,4,3,5,0,1,0,4,1
Q99988,9,17,11,8,11,4,1,19,16,14,13,13,6,1,8,12,6,9,7,7,1,9,11,8,1,3,3,2,9,15,5,2,5,3,1,6,8,5,3,0,5,1,1,4,0,1,1,0,2
Q9Y3I0,38,32,25,19,13,10,3,30,19,9,14,10,18,0,19,15,12,7,11,8,3,17,13,9,5,7,8,3,19,10,8,7,8,6,0,15,11,10,7,8,9,0,3,0,1,3,1,1,0
P55265,43,50,51,22,36,31,1,48,71,52,32,46,35,5,45,57,39,32,27,27,6,31,35,34,16,12,17,1,38,33,21,27,22,16,3,26,39,30,14,16,13,4,4,4,5,3,1,3,1
O60341,68,47,35,24,20,17,2,46,54,32,26,21,21,3,38,28,25,8,14,18,1,19,29,14,12,13,11,0,18,16,12,16,12,17,3,23,25,13,12,13,16,0,1,4,1,0,1,2,0
P01106,18,14,15,5,8,5,1,10,26,25,10,13,12,2,20,27,20,8,3,15,3,8,10,9,11,6,9,0,7,7,6,8,17,4,2,2,13,16,10,4,17,2,2,1,4,1,0,2,0
P09651,43,16,31,12,13,6,0,20,3,8,3,7,7,0,28,7,18,11,9,6,0,8,10,6,8,4,5,1,14,8,6,2,8,5,0,7,5,9,6,2,6,1,1,0,0,0,0,1,0
P51532,51,86,61,33,37,30,1,75,100,65,56,44,44,4,57,70,47,24,37,41,2,35,44,34,35,29,21,2,46,57,28,27,52,26,1,35,31,38,22,37,71,0,0,0,4,3,1,2,0
Q9UGR2,31,39,33,22,21,16,7,45,62,31,23,29,34,10,25,47,33,19,20,24,2,20,21,21,15,16,17,5,25,25,12,20,19,20,6,20,34,29,10,16,16,3,3,6,10,6,6,2,0
Q16665,17,29,30,16,10,12,3,21,44,49,30,16,30,2,29,44,38,26,23,31,3,18,27,18,14,10,13,4,15,16,24,6,14,9,1,14,28,32,13,10,19,2,3,4,2,0,2,4,0
O75530,16,12,12,8,9,12,2,17,21,17,18,13,7,0,10,15,19,16,9,13,3,10,12,16,8,14,4,2,4,18,8,7,4,9,4,9,14,11,7,5,10,2,5,1,1,2,1,3,0
Q9UBU9,16,29,16,16,11,12,1,16,39,26,21,28,20,4,20,29,27,12,14,10,1,10,17,15,11,10,14,0,19,21,16,6,11,10,2,20,16,9,11,11,12,0,0,3,3,0,1,1,1
Q00987,11,12,14,8,8,11,3,15,17,27,3,7,15,5,14,19,32,17,6,20,5,9,13,8,5,9,13,1,4,12,5,7,10,11,3,10,14,24,12,10,21,1,4,3,2,6,2,1,1
O14746,64,67,38,32,38,14,9,62,94,40,32,51,18,7,36,52,32,13,21,15,4,29,23,21,18,16,8,5,36,46,24,17,27,12,3,23,16,13,4,11,10,1,12,6,4,4,1,2,0
Q96KQ7,72,39,42,35,30,41,6,37,67,44,35,24,35,13,44,49,37,10,22,32,7,29,30,14,14,18,12,7,35,26,25,11,23,14,4,39,35,33,12,17,44,4,9,9,6,7,4,6,1
Q6ZN17,11,10,8,6,7,9,1,10,12,6,7,9,5,2,7,13,9,5,5,3,1,6,4,5,2,4,3,3,8,4,8,3,9,4,2,9,6,3,2,3,4,1,1,2,4,2,1,0,0
P52272,73,54,39,20,19,18,4,41,27,16,13,11,35,0,55,17,10,7,8,17,0,16,15,10,6,7,4,0,23,15,33,6,9,8,0,17,15,5,5,39,6,1,3,0,0,1,1,0,0
P07910,16,9,6,9,12,14,1,9,12,6,5,6,8,0,14,7,13,5,8,8,0,7,6,7,0,7,3,0,14,3,12,5,6,7,0,7,9,10,6,8,19,0,0,0,1,0,0,0,0
P33240,34,45,44,13,18,9,0,32,32,22,18,17,13,2,22,27,4,16,8,15,0,26,13,9,9,6,9,0,30,6,4,7,0,7,0,18,14,8,9,5,3,0,1,0,0,0,0,1,0
Q08170,8,6,23,2,15,13,0,7,5,8,3,9,5,1,16,7,13,13,85,9,0,10,2,9,4,3,6,0,14,11,79,6,23,17,1,11,7,10,6,16,8,0,1,0,1,0,0,0,0
P49918,30,47,7,5,7,9,1,47,14,8,6,6,6,1,14,9,8,0,2,6,0,6,2,3,4,2,5,0,3,8,5,1,6,2,1,6,7,7,6,2,3,0,0,1,0,0,2,0,0
P03950,6,10,4,4,2,0,1,7,8,6,7,4,1,3,3,9,4,2,4,1,2,7,5,5,1,3,1,0,3,4,4,2,4,3,0,1,1,1,5,1,1,0,0,0,0,1,2,3,0
Q07812,15,13,6,4,2,5,0,9,10,10,7,7,5,1,7,11,4,2,4,6,0,3,4,3,2,2,4,0,6,4,5,0,3,2,0,6,6,4,3,2,1,1,0,1,1,0,0,0,0
Q8TAD8,19,11,12,9,16,4,0,13,15,11,7,10,9,0,10,13,10,6,9,10,1,6,3,7,7,18,9,0,13,12,10,15,18,17,0,10,11,8,6,14,15,0,0,0,1,0,0,0,0
P35637,73,14,37,20,17,9,0,12,6,13,7,8,5,0,44,9,44,20,4,8,1,8,13,25,19,8,8,1,30,4,4,4,4,4,1,3,4,7,11,9,2,1,0,1,0,1,1,1,0
Q05519,35,22,13,5,7,7,1,20,21,15,5,12,9,0,15,19,19,7,32,10,0,7,5,9,3,2,2,0,7,8,33,4,38,24,0,6,6,11,4,23,14,1,0,1,1,0,0,0,0
Q9P2I0,24,33,19,15,17,23,3,30,42,41,19,26,34,4,18,35,21,13,19,23,0,20,22,10,12,6,11,2,17,23,10,11,13,16,2,23,38,25,9,9,25,3,3,3,2,4,2,0,1
P31269,22,10,7,6,7,8,1,13,11,16,9,2,8,1,11,13,7,4,8,5,0,7,11,5,11,2,1,0,3,6,7,4,7,5,1,4,7,4,3,7,2,1,1,2,1,0,0,0,0
P04637,11,21,10,6,9,6,2,17,22,18,13,12,13,1,10,20,19,9,6,13,4,5,11,13,7,5,4,0,10,6,8,5,10,5,2,11,13,8,3,4,9,1,1,3,4,2,0,0,0
Q14790,4,10,15,5,6,10,2,10,34,30,17,19,16,3,7,29,9,14,10,21,1,5,16,15,4,6,7,1,12,14,7,6,8,10,3,11,21,13,6,10,16,2,3,5,1,2,1,0,1
Q5T481,57,61,43,25,30,28,3,46,66,52,42,26,34,7,51,48,39,30,25,28,5,30,39,28,19,9,24,1,24,21,31,14,17,28,2,36,34,27,18,27,29,2,3,5,5,2,3,2,0
Q96QC0,70,65,30,25,24,18,2,55,72,36,33,23,24,0,34,30,25,16,16,17,0,19,18,13,10,17,19,2,25,33,18,8,21,12,1,30,25,13,6,15,12,1,1,1,2,0,2,0,0
Q16629,5,6,11,3,9,6,0,6,4,7,2,10,6,1,13,14,7,1,28,3,0,0,3,3,0,1,1,0,11,4,35,1,12,1,1,3,5,1,0,5,2,2,2,0,1,1,0,0,0
P07288,17,14,9,9,5,4,3,12,16,15,9,6,4,2,9,10,6,8,5,5,2,11,8,5,2,3,4,2,5,7,2,6,2,1,0,2,9,5,0,2,3,1,5,1,2,1,0,1,0
Q9BXM7,36,51,15,18,18,14,7,50,40,13,17,15,17,5,19,17,16,6,14,5,0,14,22,8,4,7,4,0,22,16,10,9,6,2,1,13,9,11,3,6,3,1,5,3,3,2,0,1,2
P12004,9,11,9,9,5,10,1,14,8,14,4,9,8,1,8,13,15,5,5,5,2,5,10,2,1,0,6,0,4,8,4,1,1,4,2,11,8,9,3,3,7,0,3,0,0,1,1,1,0
Q16630,28,41,14,14,9,14,0,37,79,22,10,5,9,1,21,12,15,6,18,12,0,9,10,10,5,8,5,0,14,9,9,7,6,19,1,11,11,13,4,19,9,1,0,1,0,1,1,0,0
O15392,3,4,1,3,5,2,3,5,11,5,1,4,10,1,5,4,2,1,0,2,0,0,4,1,3,4,2,2,3,3,1,4,6,5,0,3,8,2,4,3,5,0,2,3,1,0,0,0,0
